iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  93787 01 60 5a 116.587674 40.142428 32.72 -13.2741 0.7091 0.0134
  93827 01 60 5a 116.587642 40.142429 32.69 -13.2782 0.7201 -0.0777
  93867 01 60 5a 116.587611 40.142430 32.68 -13.2763 0.7406 -0.0575
  93907 01 60 5a 116.587580 40.142432 32.65 -13.2591 0.7452 -0.0702
  93947 01 60 5a 116.587549 40.142433 32.64 -13.2595 0.7245 -0.0682
  93987 01 60 5a 116.587518 40.142434 32.62 -13.2794 0.7045 -0.0585
  94027 01 60 5a 116.587487 40.142436 32.61 -13.2825 0.7623 -0.0326
  94067 01 60 5a 116.587456 40.142437 32.61 -13.2580 0.8370 0.0021
  94107 01 60 5a 116.587424 40.142438 32.59 -13.2657 0.7639 -0.1038
  94147 01 60 5a 116.587393 40.142440 32.58 -13.2713 0.7077 -0.0783
  94187 01 60 5a 116.587362 40.142441 32.57 -13.2618 0.7627 -0.0310
  94227 01 60 5a 116.587331 40.142442 32.59 -13.3353 0.7441 -0.0909
  94267 01 60 5a 116.587300 40.142444 32.58 -13.3147 0.7553 -0.0806
  94307 01 60 5a 116.587268 40.142445 32.56 -13.2899 0.8544 -0.0893
  94347 01 60 5a 116.587237 40.142447 32.51 -13.3407 0.8092 -0.0909
  94387 01 60 5a 116.587206 40.142448 32.50 -13.3735 0.7763 -0.0990
  94427 01 60 5a 116.587174 40.142450 32.53 -13.3772 0.8485 -0.0396
  94467 01 60 5a 116.587143 40.142451 32.51 -13.3913 0.8186 -0.0926
  94507 01 60 5a 116.587111 40.142453 32.50 -13.4130 0.8138 -0.0581
  94547 01 60 5a 116.587080 40.142454 32.48 -13.4198 0.8315 -0.0987
  94587 01 60 5a 116.587048 40.142455 32.48 -13.4578 0.8515 -0.0172
  94627 01 60 5a 116.587017 40.142457 32.46 -13.4765 0.8930 -0.0725
  94667 01 60 5a 116.586985 40.142459 32.45 -13.4844 0.9025 -0.0304
  94707 01 60 5a 116.586954 40.142460 32.44 -13.5015 0.8510 -0.0159
  94747 01 60 5a 116.586922 40.142462 32.42 -13.4636 0.8700 -0.0673
  94787 01 60 5a 116.586890 40.142463 32.39 -13.5141 0.8991 -0.0388
  94827 01 60 5a 116.586859 40.142465 32.38 -13.5525 0.9036 -0.0374
  94867 01 60 5a 116.586827 40.142467 32.37 -13.5469 0.9520 -0.0386
  94907 01 60 5a 116.586795 40.142468 32.36 -13.5397 0.9012 -0.0112
  94947 01 60 5a 116.586763 40.142470 32.35 -13.5731 0.9021 -0.0108
  94987 01 60 5a 116.586731 40.142471 32.36 -13.6092 0.8697 -0.0624
  95027 01 60 5a 116.586699 40.142473 32.36 -13.5779 0.8537 -0.0400
  95067 01 60 5a 116.586668 40.142475 32.36 -13.5889 0.8330 0.0446
  95107 01 60 5a 116.586636 40.142476 32.36 -13.6268 0.8515 0.0367
  95147 01 60 5a 116.586604 40.142478 32.36 -13.6426 0.8987 -0.0067
  95187 01 60 5a 116.586572 40.142479 32.35 -13.6116 0.9137 -0.0288
  95227 01 60 5a 116.586540 40.142481 32.35 -13.6531 0.8572 -0.0315
  95267 01 60 5a 116.586508 40.142483 32.35 -13.6416 0.8416 0.0155
  95307 01 60 5a 116.586476 40.142484 32.33 -13.6629 0.8197 0.0243
  95347 01 60 5a 116.586444 40.142486 32.33 -13.6226 0.8541 0.0609
  95387 01 60 5a 116.586412 40.142487 32.34 -13.6841 0.8306 0.0664
  95427 01 60 5a 116.586378 40.142488 32.34 -13.6612 0.7882 0.0859
  95467 01 60 5a 116.586346 40.142489 32.33 -13.6672 0.8070 0.0348
  95507 01 60 5a 116.586314 40.142491 32.36 -13.6628 0.7921 0.1403
  95547 01 60 5a 116.586282 40.142492 32.36 -13.5811 0.7827 0.0676
  95587 01 60 5a 116.586250 40.142493 32.50 -13.6771 0.8297 0.1374
  95627 01 60 5a 116.586206 40.142502 31.37 -13.4786 0.9671 0.2401
  95667 01 60 5a 116.586181 40.142501 32.64 -13.2010 1.5138 0.6294
  95707 01 60 5a 116.586158 40.142511 33.82 -13.4894 1.1713 0.3094
  95747 01 60 5a 116.586135 40.142523 34.41 -13.6639 0.9515 0.0892
  95787 01 60 5a 116.586105 40.142529 34.43 -13.7436 0.7906 0.0903
  95827 01 60 5a 116.586056 40.142501 33.08 -13.7382 0.7864 -0.0349
  95867 01 60 5a 116.586024 40.142503 32.68 -13.7433 0.8080 0.0779
  95907 01 60 5a 116.585999 40.142508 31.72 -13.7628 0.8453 0.1326
  95947 01 60 5a 116.585968 40.142510 31.72 -13.8118 0.8583 0.1315
  95987 01 60 5a 116.585930 40.142511 32.69 -13.8103 0.8785 0.0673
  96027 01 60 5a 116.585898 40.142513 32.71 -13.8286 0.8842 0.0681
  96067 01 60 5a 116.585865 40.142514 32.73 -13.8877 0.8183 0.0645
  96107 01 60 5a 116.585833 40.142516 32.72 -13.9066 0.8548 0.0655
  96147 01 60 5a 116.585800 40.142518 32.74 -13.9184 0.8835 0.1210
  96187 01 60 5a 116.585767 40.142519 32.80 -13.9474 0.8797 0.1478
  96227 01 60 5a 116.585734 40.142521 32.81 -13.9941 0.9163 0.1111
  96267 01 60 5a 116.585702 40.142522 32.80 -14.0245 0.8546 0.0005
  96307 01 60 5a 116.585669 40.142524 32.81 -14.0012 0.9505 0.0387
  96347 01 60 5a 116.585636 40.142526 32.83 -13.9973 0.8986 0.0955
  96387 01 60 5a 116.585603 40.142527 32.85 -14.0766 0.8976 0.0981
  96427 01 60 5a 116.585570 40.142529 32.86 -14.1142 0.8848 0.0646
  96467 01 60 5a 116.585537 40.142531 32.88 -14.0926 0.9333 0.0558
  96507 01 60 5a 116.585504 40.142532 32.90 -14.1256 0.8548 0.0650
  96547 01 60 5a 116.585471 40.142534 32.91 -14.1329 0.8630 0.0727
  96587 01 60 5a 116.585437 40.142535 32.94 -14.1467 0.8829 0.1507
  96627 01 60 5a 116.585404 40.142537 32.96 -14.1790 0.8680 0.0926
  96667 01 60 5a 116.585371 40.142538 32.98 -14.1847 0.8310 -0.0339
  96707 01 60 5a 116.585338 40.142540 33.01 -14.2032 0.8300 0.0863
  96747 01 60 5a 116.585304 40.142542 33.00 -14.2275 0.8022 0.1577
  96787 01 60 5a 116.585271 40.142543 33.01 -14.2423 0.8019 0.0783
  96827 01 60 5a 116.585237 40.142545 33.03 -14.2585 0.8252 0.0529
  96867 01 60 5a 116.585204 40.142546 33.04 -14.2660 0.8163 0.1437
  96907 01 60 5a 116.585170 40.142547 33.05 -14.2980 0.7996 0.0556
  96947 01 60 5a 116.585137 40.142549 33.07 -14.3107 0.7394 0.0607
  96987 01 60 5a 116.585103 40.142550 33.16 -14.2734 0.7531 0.1414
  97027 01 60 5a 116.585070 40.142551 33.20 -14.3617 0.7409 0.1603
  97067 01 60 5a 116.585036 40.142553 33.22 -14.3504 0.8198 0.1240
  97107 01 60 5a 116.585002 40.142554 33.23 -14.3589 0.7326 0.0495
  97147 01 60 5a 116.584969 40.142556 33.26 -14.3499 0.7402 0.1215
  97187 01 60 5a 116.584935 40.142557 33.28 -14.3719 0.7031 0.0954
  97227 01 60 5a 116.584901 40.142558 33.29 -14.4204 0.7609 0.0759
  97267 01 60 5a 116.584868 40.142560 33.31 -14.3716 0.7568 0.0661
  97307 01 60 5a 116.584834 40.142561 33.31 -14.4194 0.7741 0.1966
  97347 01 60 5a 116.584800 40.142562 33.32 -14.4018 0.7635 0.0472
  97387 01 60 5a 116.584766 40.142564 33.33 -14.4334 0.7737 0.0552
  97427 01 60 5a 116.584732 40.142565 33.37 -14.4459 0.7785 0.0315
  97467 01 60 5a 116.584698 40.142567 33.39 -14.4503 0.8309 0.0928
  97507 01 60 5a 116.584665 40.142568 33.39 -14.4367 0.8138 0.0513
  97547 01 60 5a 116.584631 40.142570 33.41 -14.4894 0.8087 0.0938
  97587 01 60 5a 116.584597 40.142571 33.41 -14.4857 0.7814 -0.0096
  97627 01 60 5a 116.584563 40.142573 33.38 -14.4884 0.7809 0.0096
  97667 01 60 5a 116.584529 40.142574 33.40 -14.5397 0.7750 0.0390
  97707 01 60 5a 116.584495 40.142575 33.41 -14.5509 0.7208 0.0273
  97747 01 60 5a 116.584460 40.142577 33.39 -14.6153 0.7431 0.0142
  97787 01 60 5a 116.584426 40.142578 33.38 -14.6000 0.7385 -0.0577
  97827 01 60 5a 116.584392 40.142579 33.36 -14.5786 0.7625 -0.0492
  97867 01 60 5a 116.584358 40.142581 33.39 -14.6158 0.7907 0.0116
  97907 01 60 5a 116.584323 40.142582 33.39 -14.6718 0.7930 0.0214
  97947 01 60 5a 116.584289 40.142584 33.42 -14.6970 0.7969 -0.0158
  97987 01 60 5a 116.584254 40.142585 33.42 -14.7228 0.8245 -0.0197
  98027 01 60 5a 116.584220 40.142587 33.41 -14.7546 0.8308 -0.0533
  98067 01 60 5a 116.584185 40.142588 33.38 -14.7875 0.8274 -0.0542
  98107 01 60 5a 116.584150 40.142590 33.37 -14.8014 0.8772 -0.0257
  98147 01 60 5a 116.584116 40.142591 33.37 -14.8137 0.9151 0.0750
  98187 01 60 5a 116.584081 40.142593 33.32 -14.9076 0.8666 0.0239
  98227 01 60 5a 116.584046 40.142594 33.31 -14.9115 0.8533 -0.0684
  98267 01 60 5a 116.584011 40.142596 33.32 -14.9231 0.8535 0.0125
  98307 01 60 5a 116.583976 40.142597 33.32 -14.9611 0.8262 0.0547
  98347 01 60 5a 116.583940 40.142599 33.31 -15.0665 0.8636 -0.0160
  98387 01 60 5a 116.583905 40.142600 33.26 -15.0383 0.9396 -0.0785
  98427 01 60 5a 116.583870 40.142602 33.27 -15.0591 0.9368 0.0423
  98467 01 60 5a 116.583835 40.142604 33.26 -15.0624 0.9641 0.0010
  98507 01 60 5a 116.583799 40.142606 33.22 -15.0860 0.9464 -0.0269
  98547 01 60 5a 116.583764 40.142607 33.22 -15.1241 0.9377 0.0093
  98587 01 60 5a 116.583728 40.142609 33.22 -15.1036 0.9674 -0.0029
  98627 01 60 5a 116.583693 40.142611 33.31 -15.1064 0.9796 -0.0471
  98667 01 60 5a 116.583657 40.142613 33.30 -15.1668 0.9683 -0.0431
  98707 01 60 5a 116.583622 40.142615 33.29 -15.1364 0.9810 -0.0248
  98747 01 60 5a 116.583586 40.142616 33.19 -15.1627 0.9477 0.0197
  98787 01 60 5a 116.583551 40.142618 33.16 -15.1764 0.8773 -0.1150
  98827 01 60 5a 116.583515 40.142619 33.18 -15.1961 0.9145 -0.0658
  98867 01 60 5a 116.583479 40.142621 33.27 -15.1914 0.9033 -0.0604
  98907 01 60 5a 116.583443 40.142623 33.25 -15.2177 0.8857 -0.1345
  98947 01 60 5a 116.583408 40.142625 33.24 -15.1966 0.8202 0.1049
  98987 01 60 5a 116.583372 40.142626 33.43 -15.2325 0.8801 -0.0238
  99027 01 60 5a 116.583337 40.142627 33.42 -15.2584 0.8956 -0.0677
  99067 01 60 5a 116.583301 40.142628 33.50 -15.2797 0.8835 -0.0781
  99107 01 60 5a 116.583265 40.142630 33.50 -15.2479 0.8993 0.0100
  99147 01 60 5a 116.583229 40.142631 33.49 -15.2943 0.9024 -0.0084
  99187 01 60 5a 116.583193 40.142633 33.16 -15.3287 0.8707 -0.0423
  99227 01 60 5a 116.583156 40.142635 33.11 -15.3272 0.8842 -0.1191
  99267 01 60 5a 116.583121 40.142637 33.09 -15.3197 0.8921 -0.1107
  99307 01 60 5a 116.583085 40.142639 33.07 -15.3536 0.8970 -0.0852
  99347 01 60 5a 116.583049 40.142641 33.05 -15.3556 0.9175 -0.0869
  99387 01 60 5a 116.583013 40.142642 33.03 -15.3914 0.9122 -0.1064
  99427 01 60 5a 116.582977 40.142644 32.90 -15.3822 0.8886 -0.0998
  99467 01 60 5a 116.582940 40.142645 32.88 -15.4121 0.9043 -0.1183
  99507 01 60 5a 116.582904 40.142647 32.97 -15.4078 0.8788 -0.0909
  99547 01 60 5a 116.582868 40.142649 32.96 -15.4550 0.8845 -0.0857
  99587 01 60 5a 116.582832 40.142651 32.93 -15.4434 0.9404 -0.1282
  99627 01 60 5a 116.582796 40.142652 32.81 -15.4594 0.9579 -0.0804
  99667 01 60 5a 116.582759 40.142654 32.78 -15.4891 0.9047 -0.1131
  99707 01 60 5a 116.582723 40.142655 32.76 -15.4926 0.8720 -0.1127
  99747 01 60 5a 116.582686 40.142657 32.74 -15.5161 0.8552 -0.0972
  99787 01 60 5a 116.582650 40.142658 32.69 -15.5420 0.9049 -0.1681
  99827 01 60 5a 116.582614 40.142660 32.66 -15.5427 0.9191 -0.1422
  99867 01 60 5a 116.582577 40.142662 32.64 -15.5665 0.9195 -0.0908
  99907 01 60 5a 116.582541 40.142663 32.61 -15.5618 0.9340 -0.1274
  99947 01 60 5a 116.582504 40.142665 32.70 -15.6430 0.9222 -0.1043
  99987 01 60 5a 116.582467 40.142667 32.65 -15.6751 0.8520 -0.1153
 
